student_id,major,age,gender,prior_gpa,credits_failed_pct,financial_aid,tuition_status,graduated,logins_q1,logins_q2,logins_q3,time_on_materials_min_q1,time_on_materials_min_q2,time_on_materials_min_q3,forum_posts_q1,forum_posts_q2,forum_posts_q3,login_velocity,time_velocity,total_logins,total_time,total_forum_posts,is_ghost,early_engagement_academic_friction,total_login_academic_friction,total_time_academic_friction
40168,Computer Science,21.0,Female,3.94,0.1014497363197915,Private Scholarship,Paid,1,9.0,2.0,5.0,236.0,53.0,148.0,3.0,0.0,1.0,-4.0,-88.0,16.0,437.0,4.0,0,0.01014497363197915,0.00596763154822303,0.0002316204025566016
71511,Business,33.0,Female,3.9,0.0686673070577596,Federal Grant,Paid,1,4.0,5.0,8.0,118.0,83.0,227.0,1.0,2.0,3.0,4.0,109.0,17.0,428.0,6.0,0,0.01373346141155192,0.0038148503920977556,0.00016006365281529043
38978,Arts,18.0,Male,2.71,0.0938795494465731,Student Loan,Paid,1,7.0,2.0,4.0,207.0,63.0,108.0,2.0,3.0,1.0,-3.0,-99.0,13.0,378.0,6.0,0,0.011734943680821638,0.00670568210332665,0.00024770329669280503
49762,Computer Science,24.0,Non-binary,2.16,0.586788403418747,Federal Grant,Deferred,0,8.0,7.0,7.0,175.0,207.0,127.0,1.0,1.0,3.0,-1.0,-48.0,22.0,509.0,5.0,0,0.0651987114909719,0.025512539279075958,0.001150565496899504
34420,Computer Science,20.0,Female,3.34,0.0366815065833634,Student Loan,Paid,1,3.0,5.0,11.0,74.0,75.0,179.0,1.0,0.0,3.0,8.0,105.0,19.0,328.0,4.0,0,0.00917037664584085,0.00183407532916817,0.00011149394098286748
30181,Business,20.0,Male,3.75,0.2418692607585574,Federal Grant,Paid,1,4.0,11.0,5.0,72.0,181.0,101.0,0.0,2.0,1.0,1.0,29.0,20.0,354.0,3.0,0,0.04837385215171148,0.01151758384564559,0.0006813218612917109
79321,Arts,21.0,Male,2.71,0.0587036605650517,No Aid,Delinquent,1,10.0,2.0,4.0,214.0,59.0,126.0,2.0,0.0,1.0,-6.0,-88.0,16.0,399.0,3.0,0,0.0053366964150047,0.0034531565038265705,0.00014675915141262926
47162,Computer Science,26.0,Male,3.93,0.2961480468487995,Federal Grant,Paid,1,8.0,5.0,2.0,241.0,80.0,74.0,3.0,2.0,0.0,-6.0,-167.0,15.0,395.0,5.0,0,0.0329053385387555,0.018509252928049967,0.000747848603153534
71207,Business,20.0,Prefer not to say,3.82,0.0357800274393482,Student Loan,Paid,1,5.0,5.0,9.0,120.0,160.0,198.0,3.0,1.0,1.0,4.0,78.0,19.0,478.0,5.0,0,0.0059633379065580335,0.0017890013719674101,7.469734329717788e-05
18786,Business,37.0,Female,3.26,0.0246716073064793,Private Scholarship,Deferred,1,7.0,11.0,9.0,130.0,188.0,206.0,1.0,3.0,0.0,2.0,76.0,27.0,524.0,4.0,0,0.0030839509133099123,0.0008811288323742607,4.699353772662723e-05
26051,Computer Science,21.0,Female,2.23,0.2114242149816453,No Aid,Deferred,1,3.0,10.0,3.0,109.0,241.0,90.0,2.0,2.0,0.0,0.0,-19.0,16.0,440.0,4.0,0,0.05285605374541132,0.012436718528332075,0.00047941998862051084
46156,Computer Science,21.0,Male,3.79,0.2678937695174598,Private Scholarship,Deferred,1,12.0,8.0,13.0,193.0,225.0,213.0,1.0,5.0,2.0,1.0,20.0,33.0,631.0,8.0,0,0.0206072130398046,0.007879228515219406,0.00042388254670484144
28359,Arts,23.0,Female,2.25,0.2067348839432463,Student Loan,Deferred,1,11.0,5.0,4.0,246.0,142.0,99.0,0.0,0.0,1.0,-7.0,-147.0,20.0,487.0,1.0,0,0.017227906995270523,0.009844518283011729,0.0004236370572607506
69723,Arts,18.0,Male,3.05,0.1459035168961204,Private Scholarship,Paid,1,5.0,5.0,5.0,99.0,135.0,138.0,1.0,3.0,1.0,0.0,39.0,15.0,372.0,5.0,0,0.02431725281602007,0.009118969806007526,0.0003911622436893309
54166,Arts,24.0,Prefer not to say,2.04,0.0060753182873958,Private Scholarship,Paid,1,7.0,2.0,3.0,143.0,78.0,87.0,3.0,0.0,1.0,-4.0,-56.0,12.0,308.0,4.0,0,0.000759414785924475,0.0004673321759535231,1.966122423105437e-05
15994,Mathematics,22.0,Male,2.31,0.0560022544122488,Private Scholarship,Paid,1,13.0,6.0,3.0,224.0,179.0,95.0,2.0,2.0,3.0,-10.0,-129.0,22.0,498.0,7.0,0,0.004000161029446342,0.002434880626619513,0.00011222896675801362
95540,Computer Science,35.0,Male,3.13,0.2398087851706856,No Aid,Paid,1,6.0,7.0,2.0,117.0,212.0,64.0,1.0,3.0,1.0,-4.0,-53.0,15.0,393.0,5.0,0,0.034258397881526514,0.01498804907316785,0.0006086517390118924
39441,Business,24.0,Female,2.3,0.2307795067180094,Student Loan,Paid,1,8.0,7.0,4.0,165.0,173.0,92.0,1.0,0.0,0.0,-4.0,-73.0,19.0,430.0,1.0,0,0.025642167413112156,0.01153897533590047,0.0005354512916891169
38427,Computer Science,20.0,Female,2.44,0.1015375702697327,No Aid,Paid,1,6.0,4.0,10.0,125.0,114.0,231.0,1.0,0.0,3.0,4.0,106.0,20.0,470.0,4.0,0,0.014505367181390385,0.004835122393796795,0.00021557870545590806
88221,Mathematics,17.0,Male,2.09,0.119967412791938,Student Loan,Paid,1,4.0,6.0,2.0,122.0,187.0,83.0,0.0,2.0,1.0,-2.0,-39.0,12.0,392.0,3.0,0,0.0239934825583876,0.00922826252245677,0.0003052605923458982
41622,Computer Science,22.0,Female,3.16,0.1667767957042855,No Aid,Paid,1,3.0,6.0,2.0,73.0,186.0,66.0,1.0,6.0,0.0,-1.0,-7.0,11.0,325.0,7.0,0,0.041694198926071374,0.013898066308690457,0.0005115852628965813
65682,Mathematics,21.0,Male,3.53,0.3716937008754459,Federal Grant,Deferred,1,1.0,10.0,10.0,50.0,186.0,161.0,1.0,0.0,4.0,9.0,111.0,21.0,397.0,5.0,0,0.18584685043772295,0.016895168221611176,0.000933903771043834
35389,Computer Science,20.0,Female,2.08,0.0752747777993724,Student Loan,Deferred,1,4.0,2.0,6.0,108.0,82.0,177.0,4.0,0.0,3.0,2.0,69.0,12.0,367.0,7.0,0,0.01505495555987448,0.005790367523028647,0.00020455102662872936
46739,Computer Science,22.0,Female,2.83,0.0432818454001937,Federal Grant,Paid,1,3.0,8.0,9.0,83.0,160.0,166.0,0.0,2.0,0.0,6.0,83.0,20.0,409.0,2.0,0,0.010820461350048424,0.002061040257152081,0.00010556547658583828
60164,Mathematics,23.0,Male,3.09,0.0122145376067459,Student Loan,Paid,1,9.0,8.0,11.0,174.0,128.0,220.0,2.0,1.0,1.0,2.0,46.0,28.0,522.0,4.0,0,0.0012214537606745899,0.0004211909519567552,2.3354756418252196e-05
53984,Computer Science,21.0,Male,3.04,0.5888979579345474,Student Loan,Paid,0,6.0,7.0,12.0,122.0,170.0,205.0,0.0,0.0,1.0,6.0,83.0,25.0,497.0,1.0,0,0.08412827970493533,0.022649921459021054,0.0011825260199488903
17200,Computer Science,39.0,Male,2.97,0.404286091108366,Federal Grant,Paid,0,6.0,10.0,7.0,138.0,185.0,178.0,1.0,0.0,0.0,1.0,40.0,23.0,501.0,1.0,0,0.05775515587262371,0.016845253796181917,0.0008053507791003307
79817,Computer Science,24.0,Female,2.19,0.068115766123547,No Aid,Paid,1,10.0,8.0,9.0,184.0,152.0,227.0,4.0,3.0,1.0,-1.0,43.0,27.0,563.0,8.0,0,0.006192342374867909,0.0024327059329838216,0.00012077263497082801
69689,Mathematics,25.0,Male,2.5,0.6526466032130114,Student Loan,Delinquent,0,10.0,4.0,5.0,160.0,134.0,108.0,1.0,3.0,2.0,-5.0,-52.0,19.0,402.0,6.0,0,0.05933150938300103,0.03263233016065057,0.0016194704794367527
65801,Mathematics,20.0,Female,3.86,0.17070302824716,Private Scholarship,Paid,1,2.0,15.0,12.0,80.0,243.0,211.0,0.0,2.0,2.0,10.0,131.0,29.0,534.0,4.0,0,0.056901009415719996,0.005690100941572,0.00031907108083581307
53575,Computer Science,24.0,Male,2.37,0.207715621070557,Private Scholarship,Deferred,1,5.0,6.0,8.0,135.0,139.0,180.0,3.0,1.0,1.0,3.0,45.0,19.0,454.0,5.0,0,0.03461927017842616,0.010385781053527849,0.00045651784850671864
80518,Computer Science,21.0,Male,3.57,0.0611667780575245,No Aid,Paid,1,6.0,12.0,8.0,147.0,181.0,212.0,1.0,1.0,2.0,2.0,65.0,26.0,540.0,4.0,0,0.008738111151074928,0.002265436224352759,0.00011306243633553511
79194,Mathematics,36.0,Female,2.29,0.0052182964931341,Student Loan,Deferred,1,3.0,3.0,12.0,63.0,71.0,237.0,0.0,1.0,1.0,9.0,174.0,18.0,371.0,2.0,0,0.001304574123283525,0.00027464718384916315,1.402767874498414e-05
22751,Business,23.0,Male,3.48,0.06660134072239,Federal Grant,Paid,1,3.0,2.0,4.0,73.0,52.0,103.0,1.0,0.0,0.0,1.0,30.0,9.0,228.0,1.0,0,0.0166503351805975,0.006660134072239,0.0002908355490060699
31377,Computer Science,29.0,Female,3.36,0.3867124503859135,Private Scholarship,Paid,0,7.0,8.0,8.0,163.0,246.0,190.0,5.0,3.0,2.0,1.0,27.0,23.0,599.0,10.0,0,0.04833905629823919,0.01611301876607973,0.0006445207506431892
64525,Mathematics,22.0,Male,3.98,0.0180139163681202,Student Loan,Deferred,1,3.0,10.0,8.0,88.0,196.0,134.0,1.0,2.0,0.0,5.0,46.0,21.0,418.0,3.0,0,0.00450347909203005,0.0008188143803691,4.299264049670692e-05
43940,Computer Science,21.0,Male,2.31,0.2879077406122055,Student Loan,Paid,1,8.0,4.0,4.0,234.0,100.0,86.0,3.0,1.0,2.0,-4.0,-148.0,16.0,420.0,6.0,0,0.03198974895691172,0.01693574944777679,0.0006838663672498942
50282,Arts,32.0,Female,2.55,0.1488188587614687,Student Loan,Paid,1,6.0,8.0,4.0,146.0,223.0,112.0,2.0,5.0,1.0,-2.0,-34.0,18.0,481.0,8.0,0,0.0212598369659241,0.00783257151376151,0.00030875281900719645
18289,Business,22.0,Male,3.69,0.4087654308221459,Student Loan,Deferred,0,6.0,3.0,7.0,116.0,56.0,180.0,2.0,2.0,1.0,1.0,64.0,16.0,352.0,5.0,0,0.058395061546020845,0.02404502534247917,0.0011579757247086285
46715,Mathematics,22.0,Female,3.11,0.1124871200426862,No Aid,Deferred,1,6.0,12.0,5.0,152.0,232.0,122.0,1.0,3.0,1.0,-1.0,-30.0,23.0,506.0,5.0,0,0.0160695885775266,0.004686963335111925,0.00022186808686920355
69181,Computer Science,23.0,Male,2.66,0.0565967146734081,Federal Grant,Paid,1,8.0,7.0,13.0,247.0,224.0,248.0,6.0,3.0,4.0,5.0,1.0,28.0,719.0,13.0,0,0.0062885238526009,0.001951610850807176,7.860654815751124e-05
55479,Computer Science,26.0,Male,2.3,0.1537390737331625,Federal Grant,Paid,1,9.0,15.0,7.0,229.0,241.0,197.0,7.0,1.0,3.0,-2.0,-32.0,31.0,667.0,11.0,0,0.01537390737331625,0.004804346054161328,0.00023014831397180017
25951,Business,21.0,Male,3.12,0.4054210081903606,Federal Grant,Paid,1,6.0,5.0,2.0,114.0,155.0,73.0,0.0,2.0,0.0,-4.0,-41.0,13.0,342.0,2.0,0,0.05791728688433723,0.028958643442168613,0.001181985446619127
55385,Business,17.0,Male,2.97,0.0291323228945721,Federal Grant,Paid,1,13.0,9.0,3.0,198.0,221.0,58.0,2.0,2.0,2.0,-10.0,-140.0,25.0,477.0,6.0,0,0.00208088020675515,0.0011204739574835422,6.094628220621778e-05
65740,Business,32.0,Male,2.49,0.0704823727243448,No Aid,Paid,1,3.0,12.0,2.0,91.0,223.0,70.0,0.0,1.0,0.0,-1.0,-21.0,17.0,384.0,1.0,0,0.0176205931810862,0.00391568737357471,0.00018307109798531115
89801,Business,24.0,Female,3.26,0.1823853174815674,Federal Grant,Deferred,1,3.0,4.0,4.0,94.0,110.0,97.0,0.0,0.0,0.0,1.0,3.0,11.0,301.0,0.0,0,0.04559632937039185,0.015198776456797283,0.0006039248923230708
61215,Computer Science,21.0,Male,3.37,0.1025374217891295,No Aid,Paid,1,2.0,9.0,3.0,51.0,234.0,93.0,1.0,3.0,0.0,1.0,42.0,14.0,378.0,4.0,0,0.0341791405963765,0.0068358281192753,0.00027054728704255807
89939,Computer Science,20.0,Male,3.11,0.2559374158730369,Student Loan,Paid,1,13.0,11.0,9.0,208.0,206.0,243.0,2.0,0.0,4.0,-4.0,35.0,33.0,657.0,6.0,0,0.018281243990931208,0.007527571055089321,0.00038896263810491935
89635,Mathematics,19.0,Female,3.33,0.0908588516547394,Private Scholarship,Deferred,1,3.0,12.0,5.0,68.0,248.0,132.0,2.0,3.0,3.0,2.0,64.0,20.0,448.0,8.0,0,0.02271471291368485,0.004326611983559019,0.0002023582442199096
42444,Mathematics,24.0,Male,2.51,0.0248033561282594,No Aid,Paid,1,13.0,3.0,8.0,204.0,52.0,213.0,3.0,0.0,3.0,-5.0,9.0,24.0,469.0,6.0,0,0.0017716682948756715,0.000992134245130376,5.277309814523277e-05
10928,Computer Science,24.0,Male,3.81,0.0314858815011842,Federal Grant,Paid,1,2.0,4.0,8.0,62.0,60.0,213.0,0.0,0.0,1.0,6.0,151.0,14.0,335.0,1.0,0,0.010495293833728067,0.002099058766745613,9.370798065828631e-05
60869,Mathematics,23.0,Male,2.11,0.0601947738816939,Federal Grant,Deferred,1,11.0,5.0,8.0,249.0,160.0,221.0,3.0,2.0,4.0,-3.0,-28.0,24.0,630.0,9.0,0,0.005016231156807825,0.002407790955267756,9.539583816433265e-05
56928,Arts,23.0,Female,2.34,0.361189343285493,Private Scholarship,Delinquent,0,6.0,10.0,7.0,94.0,182.0,114.0,1.0,1.0,4.0,1.0,20.0,23.0,390.0,6.0,0,0.05159847761221329,0.015049555970228876,0.0009237579112160946
47281,Computer Science,27.0,Non-binary,2.45,0.1708914197417232,Federal Grant,Paid,1,11.0,13.0,3.0,204.0,234.0,94.0,2.0,4.0,1.0,-8.0,-110.0,27.0,532.0,7.0,0,0.0142409516451436,0.006103264990775828,0.0003206218006411317
88338,Arts,26.0,Male,3.91,0.0989886489821113,No Aid,Paid,1,7.0,9.0,12.0,163.0,142.0,211.0,1.0,0.0,1.0,5.0,48.0,28.0,516.0,2.0,0,0.012373581122763912,0.0034134016890383203,0.00019146740615495414
94847,Arts,23.0,Male,2.57,0.2684541016251604,Student Loan,Paid,1,2.0,5.0,9.0,55.0,117.0,194.0,0.0,0.0,2.0,7.0,139.0,16.0,366.0,2.0,0,0.08948470054172014,0.015791417742656494,0.000731482565736132
77670,Computer Science,20.0,Male,3.86,0.1045532384470409,Federal Grant,Delinquent,1,2.0,13.0,8.0,66.0,248.0,234.0,0.0,2.0,4.0,6.0,168.0,23.0,548.0,6.0,0,0.03485107948234697,0.004356384935293371,0.0001904430572805845
35359,Computer Science,18.0,Female,2.95,0.2255350276892644,Private Scholarship,Paid,1,3.0,12.0,2.0,68.0,193.0,55.0,0.0,0.0,0.0,-1.0,-13.0,17.0,316.0,0.0,0,0.0563837569223161,0.012529723760514689,0.000711466964319446
67178,Mathematics,17.0,Female,3.44,0.0402732339474909,Private Scholarship,Deferred,1,4.0,3.0,2.0,79.0,98.0,50.0,1.0,1.0,0.0,-2.0,-29.0,9.0,227.0,2.0,0,0.008054646789498179,0.0040273233947490895,0.0001766369909977671
68052,Computer Science,21.0,Male,2.56,0.3417577974499116,Federal Grant,Paid,0,8.0,5.0,5.0,157.0,109.0,137.0,2.0,0.0,2.0,-3.0,-20.0,18.0,403.0,4.0,0,0.037973088605545734,0.017987252497363767,0.0008459351422027514
52799,Mathematics,26.0,Female,3.41,0.200317302350815,Student Loan,Paid,1,9.0,4.0,3.0,187.0,112.0,88.0,3.0,0.0,2.0,-6.0,-99.0,16.0,387.0,5.0,0,0.0200317302350815,0.011783370726518529,0.0005162817070897294
94013,Computer Science,24.0,Male,3.74,0.0572426393745946,Private Scholarship,Paid,1,7.0,6.0,14.0,198.0,179.0,232.0,3.0,1.0,2.0,7.0,34.0,27.0,609.0,6.0,0,0.007155329921824325,0.002044379977664093,9.384039241736821e-05
74763,Arts,21.0,Male,3.15,0.0615585881677893,Student Loan,Paid,1,7.0,4.0,4.0,134.0,110.0,94.0,2.0,2.0,2.0,-3.0,-40.0,15.0,338.0,6.0,0,0.007694823520973663,0.0038474117604868313,0.0001815887556571956
98632,Mathematics,19.0,Male,3.83,0.3355347371125813,Private Scholarship,Deferred,0,3.0,2.0,2.0,90.0,60.0,67.0,1.0,1.0,0.0,-1.0,-23.0,7.0,217.0,2.0,0,0.08388368427814533,0.04194184213907266,0.0015391501702411987
53417,Computer Science,18.0,Male,2.78,0.2900232335658912,Federal Grant,Paid,1,9.0,11.0,10.0,227.0,220.0,234.0,2.0,2.0,5.0,1.0,7.0,30.0,681.0,9.0,0,0.029002323356589123,0.009355588179544879,0.0004252540081611308
17519,Computer Science,21.0,Female,3.24,0.095520879694285,Federal Grant,Delinquent,1,4.0,10.0,3.0,71.0,172.0,94.0,1.0,0.0,0.0,-1.0,23.0,17.0,337.0,1.0,0,0.019104175938857,0.005306715538571389,0.00028260615294167156
28439,Mathematics,22.0,Male,2.56,0.1424810718589456,Private Scholarship,Deferred,1,10.0,9.0,2.0,230.0,165.0,69.0,4.0,1.0,1.0,-8.0,-161.0,21.0,464.0,6.0,0,0.0129528247144496,0.0064764123572248,0.00030641090722353893
35837,Computer Science,17.0,Male,2.3,0.2096393749305057,Student Loan,Paid,1,8.0,10.0,12.0,211.0,231.0,212.0,3.0,3.0,1.0,4.0,1.0,30.0,654.0,7.0,0,0.0232932638811673,0.006762560481629216,0.0003200601143977186
32893,Mathematics,22.0,Female,2.32,0.3638781122440976,No Aid,Deferred,0,9.0,5.0,4.0,154.0,106.0,75.0,1.0,1.0,0.0,-5.0,-79.0,18.0,335.0,2.0,0,0.03638781122440976,0.019151479591794612,0.0010829705721550524
54636,Business,36.0,Male,2.89,0.1150325513217983,Student Loan,Paid,1,5.0,4.0,6.0,134.0,91.0,174.0,0.0,3.0,1.0,1.0,40.0,15.0,399.0,4.0,0,0.01917209188696638,0.007189534457612393,0.0002875813783044957
42329,Arts,22.0,Male,3.87,0.0423965810626934,Federal Grant,Paid,1,5.0,2.0,5.0,164.0,58.0,106.0,3.0,0.0,3.0,0.0,-58.0,12.0,328.0,6.0,0,0.007066096843782233,0.003261275466361031,0.00012886498803250273
73443,Mathematics,25.0,Female,2.59,0.3207376995186159,Student Loan,Deferred,1,7.0,11.0,4.0,198.0,224.0,130.0,2.0,3.0,1.0,-3.0,-68.0,22.0,552.0,6.0,0,0.04009221243982699,0.013945117370374604,0.0005799958399974972
35831,Arts,22.0,Female,2.19,0.2841638655356109,No Aid,Paid,1,5.0,7.0,4.0,122.0,166.0,114.0,1.0,1.0,0.0,-1.0,-8.0,16.0,402.0,2.0,0,0.04736064425593515,0.01671552150209476,0.0007051212544307963
61421,Business,23.0,Female,2.89,0.060972261175185,Private Scholarship,Paid,1,6.0,3.0,9.0,135.0,95.0,199.0,3.0,2.0,1.0,3.0,64.0,18.0,429.0,6.0,0,0.008710323025026428,0.003209066377641316,0.00014179595622136046
80257,Mathematics,20.0,Female,2.28,0.1099934167658559,Private Scholarship,Paid,1,4.0,7.0,4.0,63.0,135.0,89.0,1.0,1.0,0.0,0.0,26.0,15.0,287.0,2.0,0,0.02199868335317118,0.006874588547865994,0.0003819215859925552
98200,Mathematics,25.0,Male,2.42,0.1377924492655565,Private Scholarship,Deferred,1,7.0,10.0,8.0,159.0,205.0,241.0,3.0,2.0,2.0,1.0,82.0,25.0,605.0,7.0,0,0.017224056158194563,0.0052997095871367885,0.00022738027931609985
76916,Business,23.0,Female,3.82,0.259221394619925,No Aid,Paid,1,12.0,6.0,8.0,225.0,139.0,229.0,1.0,1.0,3.0,-4.0,4.0,26.0,593.0,5.0,0,0.019940107278455767,0.009600792393330556,0.00043639965424229794
83792,Arts,22.0,Male,3.29,0.0341888741330776,No Aid,Paid,1,6.0,6.0,3.0,177.0,96.0,89.0,0.0,0.0,1.0,-3.0,-88.0,15.0,362.0,1.0,0,0.004884124876153943,0.00213680463331735,9.418422626192176e-05
47859,Arts,27.0,Male,3.04,0.0010526281073033,Private Scholarship,Paid,1,7.0,6.0,10.0,182.0,185.0,234.0,3.0,0.0,1.0,3.0,52.0,23.0,601.0,4.0,0,0.0001315785134129125,4.385950447097084e-05,1.7485516732612957e-06
86842,Computer Science,21.0,Male,2.45,0.0414173115909393,Student Loan,Delinquent,1,5.0,5.0,3.0,111.0,143.0,89.0,0.0,1.0,2.0,-2.0,-22.0,13.0,343.0,3.0,0,0.0069028852651565505,0.0029583793993528075,0.00012039916160156774
12771,Computer Science,25.0,Male,2.19,0.2190016207815157,No Aid,Deferred,1,7.0,6.0,11.0,204.0,108.0,230.0,2.0,0.0,2.0,4.0,26.0,24.0,542.0,4.0,0,0.02737520259768946,0.008760064831260628,0.0004033179019917416
48510,Computer Science,25.0,Male,3.88,0.1970472523644095,Private Scholarship,Delinquent,1,7.0,2.0,5.0,113.0,55.0,116.0,3.0,1.0,1.0,-2.0,3.0,14.0,284.0,5.0,0,0.02463090654555119,0.013136483490960634,0.0006913938679452965
31104,Arts,22.0,Female,3.07,0.0918894284161309,Federal Grant,Paid,1,6.0,4.0,6.0,164.0,97.0,136.0,0.0,0.0,0.0,0.0,-28.0,16.0,397.0,0.0,0,0.013127061202304415,0.005405260495066524,0.00023087796084455
82523,Arts,23.0,Female,2.26,0.3426178735705415,No Aid,Paid,0,5.0,6.0,2.0,123.0,160.0,81.0,2.0,1.0,0.0,-3.0,-42.0,13.0,364.0,3.0,0,0.05710297892842359,0.02447270525503868,0.0009386791056727164
13342,Mathematics,26.0,Male,2.92,0.0437104845150003,Federal Grant,Deferred,1,3.0,9.0,3.0,88.0,141.0,82.0,1.0,1.0,0.0,0.0,-6.0,15.0,311.0,2.0,0,0.010927621128750075,0.0027319052821875188,0.00014009770677884712
21666,Computer Science,23.0,Female,3.23,0.058902616617103,Private Scholarship,Paid,1,2.0,7.0,5.0,52.0,190.0,159.0,1.0,3.0,1.0,3.0,107.0,14.0,401.0,5.0,0,0.019634205539034333,0.003926841107806866,0.00014652392193309204
61064,Computer Science,18.0,Male,3.38,0.2723150000424519,Federal Grant,Deferred,1,4.0,4.0,3.0,113.0,117.0,101.0,1.0,2.0,2.0,-1.0,-12.0,11.0,331.0,5.0,0,0.05446300000849038,0.022692916670204327,0.0008202259037423251
31211,Mathematics,23.0,Male,2.18,0.1112550638306878,Federal Grant,Paid,1,3.0,6.0,6.0,73.0,174.0,146.0,0.0,2.0,0.0,3.0,73.0,15.0,393.0,2.0,0,0.02781376595767195,0.006953441489417987,0.00028237325845352235
82915,Business,18.0,Female,3.41,0.0461083023143152,Federal Grant,Paid,1,7.0,8.0,9.0,131.0,209.0,215.0,0.0,2.0,3.0,2.0,84.0,24.0,555.0,5.0,0,0.0057635377892894,0.0018443320925726082,8.292860128473957e-05
78332,Business,19.0,Non-binary,3.55,0.1178522767647125,Federal Grant,Paid,1,12.0,2.0,7.0,247.0,55.0,141.0,4.0,0.0,1.0,-5.0,-106.0,21.0,443.0,5.0,0,0.00906555975113173,0.0053569216711232956,0.0002654330557763795
31921,Mathematics,21.0,Male,2.74,0.1399999771374647,Federal Grant,Paid,1,5.0,12.0,9.0,136.0,195.0,180.0,2.0,3.0,1.0,4.0,44.0,26.0,511.0,6.0,0,0.023333329522910784,0.005185184338424619,0.00027343745534661075
74128,Business,22.0,Female,3.34,0.4631148539266194,Federal Grant,Delinquent,0,11.0,3.0,5.0,225.0,52.0,149.0,4.0,1.0,0.0,-6.0,-76.0,19.0,426.0,5.0,0,0.03859290449388495,0.02315574269633097,0.0010845781122403265
50217,Computer Science,34.0,Male,2.2,0.0469340164321633,Student Loan,Deferred,1,6.0,6.0,15.0,150.0,175.0,236.0,1.0,2.0,5.0,9.0,86.0,27.0,561.0,8.0,0,0.006704859490309043,0.0016762148725772608,8.351248475473896e-05
75381,Computer Science,26.0,Female,3.99,0.2825604884086609,Private Scholarship,Deferred,1,4.0,4.0,4.0,91.0,84.0,112.0,1.0,0.0,0.0,0.0,21.0,12.0,287.0,1.0,0,0.056512097681732175,0.021735422185281607,0.0009811128069745169
22282,Computer Science,35.0,Female,2.14,0.2434154775176042,No Aid,Paid,1,11.0,10.0,12.0,210.0,230.0,213.0,1.0,1.0,0.0,1.0,3.0,33.0,653.0,2.0,0,0.020284623126467016,0.007159278750517771,0.0003721949197516884
60558,Computer Science,22.0,Female,2.41,0.0636396947534975,Federal Grant,Paid,1,7.0,2.0,9.0,185.0,53.0,207.0,2.0,1.0,2.0,2.0,22.0,18.0,445.0,5.0,0,0.007954961844187187,0.0033494576186051312,0.0001426898985504428
10955,Business,23.0,Female,3.52,0.2479275271253742,Private Scholarship,Paid,1,13.0,9.0,8.0,211.0,177.0,224.0,1.0,2.0,2.0,-5.0,13.0,30.0,612.0,5.0,0,0.01770910908038387,0.007997662165334651,0.000404449473287723
81823,Computer Science,20.0,Female,3.92,0.0943734586776515,Private Scholarship,Paid,1,3.0,7.0,3.0,53.0,140.0,110.0,0.0,0.0,4.0,0.0,57.0,13.0,303.0,4.0,0,0.023593364669412874,0.006740961334117964,0.0003104390088080641
36501,Business,20.0,Male,2.51,0.0468243865004997,Federal Grant,Paid,1,12.0,6.0,2.0,221.0,101.0,50.0,3.0,2.0,1.0,-10.0,-171.0,20.0,372.0,6.0,0,0.003601875884653823,0.0022297326904999856,0.00012553454825871234
67910,Business,20.0,Female,2.2,0.2095239921593865,No Aid,Delinquent,1,6.0,3.0,3.0,118.0,81.0,54.0,2.0,0.0,0.0,-3.0,-64.0,12.0,253.0,2.0,0,0.029931998879912356,0.016117230166106652,0.0008248976069267185
86531,Computer Science,21.0,Female,2.28,0.2228010963572295,No Aid,Deferred,1,11.0,6.0,1.0,221.0,177.0,52.0,2.0,1.0,2.0,-10.0,-169.0,18.0,450.0,5.0,0,0.018566758029769124,0.011726373492485764,0.0004940157347166951
77999,Arts,19.0,Female,3.37,0.0779466521883228,No Aid,Paid,1,4.0,2.0,8.0,117.0,74.0,186.0,0.0,0.0,3.0,4.0,69.0,14.0,377.0,3.0,0,0.01558933043766456,0.0051964434792215195,0.00020620807457228253
85548,Computer Science,30.0,Female,3.02,0.0295778005948313,Student Loan,Paid,1,10.0,4.0,15.0,217.0,123.0,232.0,1.0,0.0,1.0,5.0,15.0,29.0,572.0,2.0,0,0.0026888909631664817,0.0009859266864943766,5.1619198245778885e-05
31822,Business,31.0,Male,3.77,0.2158040883600014,No Aid,Paid,1,4.0,13.0,5.0,129.0,204.0,80.0,1.0,3.0,0.0,1.0,-49.0,22.0,413.0,4.0,0,0.04316081767200028,0.009382786450434843,0.0005212659139130468
36635,Computer Science,23.0,Female,2.2,0.0946112079744107,No Aid,Delinquent,1,3.0,5.0,7.0,100.0,90.0,128.0,0.0,0.0,2.0,4.0,28.0,15.0,318.0,2.0,0,0.023652801993602673,0.005913200498400668,0.00029658685885395204
61007,Computer Science,20.0,Female,3.0,0.0094655884621383,Private Scholarship,Paid,1,7.0,7.0,3.0,223.0,177.0,113.0,7.0,1.0,0.0,-4.0,-110.0,17.0,513.0,8.0,0,0.0011831985577672875,0.0005258660256743501,1.841554175513288e-05
40729,Arts,33.0,Male,3.23,0.1012285661177861,No Aid,Paid,1,6.0,12.0,7.0,157.0,185.0,206.0,1.0,4.0,0.0,1.0,49.0,25.0,548.0,5.0,0,0.014461223731112301,0.0038934063891456197,0.00018438718782839
