student_id,quarter,time_on_materials_min,logins,forum_posts
29218,Q2,96,3,1
29218,Q3,125,5,3
18501,Q1,187,8,2
18501,Q2,249,8,3
18501,Q3,72,3,1
14228,Q1,108,3,0
14228,Q2,147,5,4
14228,Q3,136,7,3
82548,Q1,249,8,0
82548,Q2,223,10,4
82548,Q3,162,10,2
42984,Q1,206,7,3
42984,Q2,194,12,0
42984,Q3,120,6,1
62856,Q1,64,2,0
62856,Q2,75,2,0
62856,Q3,92,3,0
32621,Q1,99,5,1
32621,Q2,145,9,1
32621,Q3,141,6,1
81336,Q1,193,9,1
81336,Q2,136,7,1
81336,Q3,142,8,1
48947,Q1,104,4,2
48947,Q2,67,3,0
48947,Q3,174,10,2
91203,Q1,176,11,3
91203,Q2,160,5,2
91203,Q3,207,7,1
65391,Q1,217,14,1
65391,Q2,107,4,1
65391,Q3,103,4,0
83365,Q1,171,5,0
83365,Q2,68,3,0
83365,Q3,124,5,0
54740,Q1,242,14,4
54740,Q2,180,6,2
54740,Q3,220,7,1
54620,Q1,209,13,1
54620,Q2,181,7,3
54620,Q3,140,7,0
95170,Q1,87,3,0
95170,Q2,183,9,5
95170,Q3,183,8,0
26419,Q1,203,9,5
26419,Q2,144,6,1
26419,Q3,246,12,3
93145,Q1,71,4,1
93145,Q2,164,5,2
93145,Q3,229,14,1
28850,Q1,190,7,0
28850,Q2,156,6,2
28850,Q3,137,4,1
50866,Q1,68,2,0
50866,Q2,202,8,3
50866,Q3,241,10,2
15799,Q1,148,5,1
15799,Q2,144,6,0
15799,Q3,223,13,0
10756,Q1,69,3,1
10756,Q2,189,12,3
10756,Q3,147,8,3
95387,Q1,123,7,0
95387,Q2,215,13,2
95387,Q3,169,8,0
23721,Q1,65,2,4
23721,Q2,213,13,3
23721,Q3,207,12,2
80527,Q1,113,5,0
80527,Q2,51,2,0
80527,Q3,106,3,2
65584,Q1,158,7,1
65584,Q2,50,2,1
65584,Q3,128,4,2
14272,Q1,146,8,3
14272,Q2,129,5,2
14272,Q3,168,8,1
60752,Q1,222,7,3
60752,Q2,121,6,1
60752,Q3,149,5,2
43878,Q1,170,7,0
43878,Q2,212,9,1
43878,Q3,62,2,1
14634,Q1,204,7,5
14634,Q2,173,7,0
14634,Q3,236,8,3
90132,Q1,120,4,1
90132,Q2,209,12,1
90132,Q3,114,6,2
72972,Q1,199,7,2
72972,Q2,58,3,1
72972,Q3,124,6,1
68184,Q1,189,9,1
68184,Q2,77,4,0
68184,Q3,247,8,3
95359,Q1,60,2,0
95359,Q2,223,7,1
95359,Q3,239,13,0
28727,Q1,233,11,1
28727,Q2,83,3,0
28727,Q3,112,6,1
21897,Q1,186,6,2
21897,Q2,50,2,2
21897,Q3,189,10,2
19709,Q1,165,6,1
19709,Q2,130,5,2
19709,Q3,118,5,3
74231,Q1,202,9,4
74231,Q2,235,13,0
74231,Q3,229,8,1
16361,Q1,66,2,0
16361,Q2,221,9,3
16361,Q3,209,12,3
82929,Q1,132,6,0
82929,Q2,79,2,2
82929,Q3,63,3,1
60794,Q1,177,9,3
60794,Q2,115,5,0
60794,Q3,146,5,0
14162,Q1,86,5,1
14162,Q2,107,5,0
14162,Q3,224,11,4
93615,Q1,149,5,1
93615,Q2,225,7,3
93615,Q3,197,7,0
33811,Q1,115,6,3
33811,Q2,95,4,0
33811,Q3,55,2,1
95124,Q1,227,12,5
95124,Q2,176,9,2
95124,Q3,142,9,1
38969,Q1,193,7,1
38969,Q2,77,3,1
38969,Q3,71,4,1
77301,Q1,108,4,1
77301,Q2,93,4,1
77301,Q3,155,5,0
67593,Q1,190,11,3
67593,Q2,185,6,1
67593,Q3,211,8,4
22506,Q1,97,6,0
22506,Q2,50,2,1
22506,Q3,200,11,6
30081,Q1,189,7,4
30081,Q2,105,3,1
30081,Q3,170,6,2
35896,Q1,112,4,0
35896,Q2,225,13,1
35896,Q3,125,7,2
55720,Q1,75,2,1
55720,Q2,206,8,5
55720,Q3,120,6,2
33532,Q1,127,5,0
33532,Q2,163,7,2
33532,Q3,140,6,0
30882,Q1,223,13,0
30882,Q2,63,3,2
30882,Q3,117,6,4
21006,Q1,105,3,1
21006,Q2,87,3,0
21006,Q3,68,4,0
34481,Q1,140,5,1
34481,Q2,119,5,2
34481,Q3,127,5,1
99887,Q1,52,2,0
99887,Q2,119,5,2
99887,Q3,237,9,3
93721,Q1,99,3,1
93721,Q2,245,9,2
93721,Q3,249,15,1
86481,Q1,220,7,0
86481,Q2,67,2,1
86481,Q3,232,8,1
80894,Q1,221,9,3
80894,Q2,75,4,0
80894,Q3,239,12,2
32338,Q1,132,5,1
32338,Q2,102,4,2
32338,Q3,180,9,3
38663,Q1,185,7,3
38663,Q2,136,5,3
38663,Q3,159,6,3
77204,Q1,187,8,3
77204,Q2,70,2,0
77204,Q3,101,4,1
96984,Q1,249,9,1
96984,Q2,210,8,0
96984,Q3,100,4,2
61054,Q1,109,6,0
61054,Q2,86,5,0
61054,Q3,81,3,2
62514,Q1,158,9,3
62514,Q2,101,5,0
62514,Q3,201,6,2
95687,Q1,129,5,2
95687,Q2,132,8,1
95687,Q3,206,7,1
37548,Q1,168,5,4
37548,Q2,163,6,2
37548,Q3,132,7,2
69285,Q1,128,7,1
69285,Q2,138,8,2
69285,Q3,52,3,2
71180,Q1,145,6,5
71180,Q2,54,3,0
71180,Q3,128,6,2
65110,Q1,57,3,0
65110,Q2,128,4,1
65110,Q3,230,10,3
51601,Q1,196,10,2
51601,Q2,238,12,3
51601,Q3,142,9,1
90567,Q1,211,9,2
90567,Q2,116,6,2
90567,Q3,129,6,0
55492,Q1,214,9,2
55492,Q2,210,7,2
55492,Q3,239,12,3
46250,Q1,72,3,3
46250,Q2,195,9,0
46250,Q3,186,12,4
55575,Q1,70,3,0
55575,Q2,184,7,2
55575,Q3,176,9,2
16924,Q1,181,9,1
16924,Q2,122,6,0
16924,Q3,249,8,3
13835,Q1,118,5,1
13835,Q2,244,8,5
13835,Q3,88,4,0
30149,Q1,92,4,0
30149,Q2,67,2,0
30149,Q3,132,5,2
31461,Q1,120,4,2
31461,Q2,220,9,6
31461,Q3,103,3,2
51237,Q1,232,8,3
51237,Q2,240,12,0
51237,Q3,57,3,0
43604,Q1,211,8,1
43604,Q2,183,7,2
43604,Q3,107,4,1
72179,Q1,173,10,0
72179,Q2,100,4,1
72179,Q3,128,4,0
50082,Q1,152,9,3
50082,Q2,197,7,1
50082,Q3,104,3,1
93423,Q1,211,7,1
93423,Q2,60,2,0
93423,Q3,101,5,1
20374,Q1,110,5,1
20374,Q2,201,8,2
20374,Q3,131,5,2
31282,Q1,142,8,0
31282,Q2,84,3,1
31282,Q3,184,6,2
29917,Q1,152,6,1
29917,Q2,173,8,5
29917,Q3,54,2,1
75567,Q1,214,8,3
75567,Q2,53,3,0
75567,Q3,78,3,2
99688,Q1,97,6,2
99688,Q2,153,7,3
99688,Q3,161,6,2
21732,Q1,195,7,2
21732,Q2,169,8,0
21732,Q3,209,8,0
26694,Q1,222,8,1
26694,Q2,87,3,0
26694,Q3,246,8,4
75080,Q1,210,9,1
75080,Q2,175,7,2
75080,Q3,227,14,2
54267,Q1,193,10,2
54267,Q2,158,9,1
54267,Q3,93,5,0
27337,Q1,110,4,1
27337,Q2,188,11,1
27337,Q3,170,6,1
90938,Q1,194,7,0
90938,Q2,89,5,1
90938,Q3,181,8,4
44060,Q1,186,6,4
44060,Q2,195,8,1
44060,Q3,82,2,0
40683,Q1,169,8,1
40683,Q2,54,1,1
40683,Q3,218,8,2
89604,Q1,207,10,1
89604,Q2,150,8,2
89604,Q3,223,8,2
51370,Q1,85,3,1
51370,Q2,149,9,2
51370,Q3,184,12,1
42590,Q1,211,8,4
42590,Q2,223,10,3
42590,Q3,68,3,1
57799,Q1,150,5,1
57799,Q2,197,10,0
57799,Q3,226,12,1
79671,Q1,85,5,0
79671,Q2,212,7,2
79671,Q3,212,10,2
76269,Q1,74,4,1
76269,Q2,198,13,3
76269,Q3,211,7,1
43021,Q1,191,6,5
43021,Q2,186,7,1
43021,Q3,222,12,4
40769,Q1,171,6,1
40769,Q2,228,8,3
40769,Q3,81,3,0
71540,Q1,236,11,6
71540,Q2,77,3,1
71540,Q3,119,6,1
74477,Q1,168,6,0
74477,Q2,94,3,3
74477,Q3,139,8,0
22490,Q1,155,8,4
22490,Q2,151,6,3
22490,Q3,76,2,1
65339,Q1,183,8,0
65339,Q2,236,11,1
65339,Q3,193,12,0
99610,Q1,157,7,1
99610,Q2,192,7,0
99610,Q3,157,5,1
45484,Q1,76,3,0
45484,Q2,71,2,0
45484,Q3,111,5,2
99665,Q1,237,15,1
99665,Q2,132,5,3
99665,Q3,62,3,1
74407,Q1,163,5,2
74407,Q2,205,8,0
74407,Q3,182,7,1
83118,Q1,56,2,3
83118,Q2,182,8,3
83118,Q3,68,3,0
72015,Q1,208,8,4
72015,Q2,150,10,0
72015,Q3,94,3,0
12339,Q1,76,2,0
12339,Q2,140,5,2
12339,Q3,161,6,2
83650,Q1,126,5,0
83650,Q2,187,7,1
83650,Q3,82,4,0
19483,Q1,202,7,2
19483,Q2,239,10,3
19483,Q3,110,4,2
93063,Q1,65,3,1
93063,Q2,247,12,0
93063,Q3,74,3,2
11077,Q1,209,12,4
11077,Q2,76,3,0
11077,Q3,148,7,0
67568,Q1,89,3,0
67568,Q2,76,4,0
67568,Q3,181,8,0
54759,Q1,165,5,4
54759,Q2,217,9,1
54759,Q3,245,13,2
81600,Q1,129,6,0
81600,Q2,121,6,2
81600,Q3,236,9,2
26695,Q1,140,5,0
26695,Q2,141,5,3
26695,Q3,60,2,0
92370,Q1,74,4,1
92370,Q2,98,3,2
92370,Q3,80,3,1
56354,Q1,212,8,2
56354,Q2,59,2,0
56354,Q3,222,13,1
18270,Q1,207,10,2
18270,Q2,242,11,2
18270,Q3,63,3,0
13208,Q1,249,10,4
13208,Q2,112,5,1
13208,Q3,64,3,1
87100,Q1,213,9,4
87100,Q2,186,8,5
87100,Q3,93,3,2
39323,Q1,90,5,1
39323,Q2,221,14,3
39323,Q3,145,6,2
18296,Q1,132,7,3
18296,Q2,108,4,1
18296,Q3,62,2,0
42838,Q1,193,10,1
42838,Q2,119,5,1
42838,Q3,248,8,1
42942,Q1,208,12,5
42942,Q2,96,4,0
42942,Q3,65,3,0
47017,Q1,228,14,3
47017,Q2,75,3,1
47017,Q3,159,6,1
71778,Q1,221,10,2
71778,Q2,112,5,2
71778,Q3,170,7,4
37711,Q1,139,6,0
37711,Q2,134,4,3
37711,Q3,139,5,1
30133,Q1,149,7,2
30133,Q2,245,8,4
30133,Q3,186,6,3
54525,Q1,163,9,4
54525,Q2,143,8,4
54525,Q3,53,1,0
41526,Q1,122,6,2
41526,Q2,155,6,4
41526,Q3,174,7,1
61994,Q1,232,12,3
61994,Q2,64,2,0
61994,Q3,226,7,3
57302,Q1,168,6,3
57302,Q2,140,5,3
57302,Q3,183,8,2
30686,Q1,81,3,2
30686,Q2,88,3,0
30686,Q3,146,5,1
61825,Q1,233,9,6
61825,Q2,172,7,1
61825,Q3,101,5,1
14387,Q1,200,8,2
14387,Q2,233,8,2
14387,Q3,218,10,2
73809,Q1,189,7,3
73809,Q2,185,8,4
73809,Q3,87,3,0
94903,Q1,171,8,1
94903,Q2,149,9,3
94903,Q3,107,4,1
81439,Q1,236,13,4
81439,Q2,154,5,2
81439,Q3,191,7,4
87001,Q1,244,10,3
87001,Q2,51,2,1
87001,Q3,150,5,1
68387,Q1,118,5,1
68387,Q2,116,4,0
68387,Q3,168,7,1
64901,Q1,67,2,0
64901,Q2,171,11,2
64901,Q3,165,5,0
44789,Q1,97,4,2
44789,Q2,181,6,2
44789,Q3,178,6,4
62857,Q1,59,3,0
62857,Q2,98,3,1
62857,Q3,179,8,0
75935,Q1,167,6,1
75935,Q2,127,6,1
75935,Q3,230,11,2
68383,Q1,63,3,1
68383,Q2,173,6,1
68383,Q3,100,4,0
99189,Q1,125,5,2
99189,Q2,228,8,2
99189,Q3,233,14,1
85134,Q1,245,15,4
85134,Q2,141,5,3
85134,Q3,71,4,1
38271,Q1,101,5,1
38271,Q2,187,8,1
38271,Q3,131,6,1
80926,Q1,50,1,0
80926,Q2,164,7,1
80926,Q3,214,14,3
77447,Q1,164,8,3
77447,Q2,69,2,2
77447,Q3,224,12,2
89395,Q1,163,8,2
89395,Q2,64,4,0
89395,Q3,190,7,3
43930,Q1,231,12,1
43930,Q2,131,5,1
43930,Q3,140,5,1
51480,Q1,182,10,2
51480,Q2,136,7,2
51480,Q3,96,3,3
18319,Q1,197,7,2
18319,Q2,209,7,4
18319,Q3,125,5,3
44249,Q1,62,2,0
44249,Q2,132,6,0
44249,Q3,97,3,1
87931,Q1,174,7,2
87931,Q2,110,5,3
87931,Q3,240,15,3
87710,Q1,193,8,0
87710,Q2,165,11,1
87710,Q3,67,4,1
90833,Q1,170,7,1
90833,Q2,141,5,1
90833,Q3,209,9,1
75406,Q1,94,4,2
75406,Q2,155,5,4
75406,Q3,188,7,2
35211,Q1,237,9,1
35211,Q2,75,3,1
35211,Q3,172,5,4
47167,Q1,233,11,2
47167,Q2,163,10,1
47167,Q3,245,9,4
53522,Q1,159,5,3
53522,Q2,58,3,1
53522,Q3,139,6,2
39556,Q1,88,3,0
39556,Q2,234,9,1
39556,Q3,144,5,2
78105,Q1,170,6,1
78105,Q2,138,6,1
78105,Q3,128,8,0
46466,Q1,228,8,6
46466,Q2,235,13,4
46466,Q3,211,10,2
89319,Q1,66,3,1
89319,Q2,225,15,3
89319,Q3,232,10,2
44595,Q1,50,2,0
44595,Q2,50,3,2
44595,Q3,108,5,0
93325,Q1,158,6,1
93325,Q2,222,8,3
93325,Q3,227,9,2
36864,Q1,179,6,0
36864,Q2,73,3,0
36864,Q3,203,9,1
36996,Q1,151,8,3
36996,Q2,219,8,2
36996,Q3,244,14,0
50012,Q1,62,2,1
50012,Q2,177,8,0
50012,Q3,201,7,0
80741,Q1,160,9,3
80741,Q2,143,8,4
80741,Q3,95,4,2
44576,Q1,114,4,2
44576,Q2,215,7,5
44576,Q3,111,7,3
63679,Q1,249,8,3
63679,Q2,165,6,2
63679,Q3,64,4,0
80803,Q1,99,4,0
80803,Q2,158,8,0
80803,Q3,96,4,0
33864,Q1,240,12,5
33864,Q2,51,2,0
33864,Q3,239,14,5
30787,Q1,115,6,1
30787,Q2,67,3,0
30787,Q3,230,10,5
56210,Q1,111,4,1
56210,Q2,104,5,2
56210,Q3,132,5,2
57548,Q1,227,8,4
57548,Q2,163,6,0
57548,Q3,70,3,1
87553,Q1,77,3,0
87553,Q2,224,13,2
87553,Q3,142,5,2
28111,Q1,103,6,1
28111,Q2,236,11,1
28111,Q3,98,3,2
29821,Q1,95,3,0
29821,Q2,102,3,1
29821,Q3,217,9,2
95582,Q1,139,4,2
95582,Q2,160,6,0
95582,Q3,136,6,2
84395,Q1,124,5,2
84395,Q2,240,12,5
84395,Q3,133,4,1
83357,Q1,197,10,4
83357,Q2,188,7,2
83357,Q3,120,6,0
76585,Q1,167,10,0
76585,Q2,130,4,1
76585,Q3,219,14,1
15026,Q1,150,7,1
15026,Q2,70,2,0
15026,Q3,217,9,3
92894,Q1,169,5,0
92894,Q2,238,9,4
92894,Q3,151,6,0
70429,Q1,98,4,1
70429,Q2,236,15,3
70429,Q3,161,6,2
75379,Q1,228,10,0
75379,Q2,67,3,3
75379,Q3,185,6,0
59419,Q1,175,6,0
59419,Q2,203,7,4
59419,Q3,81,3,0
26638,Q1,193,12,3
26638,Q2,136,8,2
26638,Q3,75,2,1
40644,Q1,79,3,0
40644,Q2,174,6,0
40644,Q3,161,5,5
15854,Q1,238,12,1
15854,Q2,209,12,1
15854,Q3,88,3,0
34710,Q1,236,8,7
34710,Q2,223,9,1
34710,Q3,133,6,0
60367,Q1,78,3,3
60367,Q2,156,5,2
60367,Q3,55,3,1
86490,Q1,125,5,1
86490,Q2,204,8,1
86490,Q3,51,2,0
69434,Q1,166,7,1
69434,Q2,215,8,1
69434,Q3,141,4,3
47581,Q1,224,8,2
47581,Q2,150,5,1
47581,Q3,182,6,0
73077,Q1,178,8,1
73077,Q2,173,10,2
73077,Q3,145,9,2
59719,Q1,64,2,0
59719,Q2,120,4,1
59719,Q3,142,5,4
86444,Q1,50,2,1
86444,Q2,165,7,0
86444,Q3,124,8,1
90903,Q1,158,6,0
90903,Q2,107,5,1
90903,Q3,138,4,2
40751,Q1,139,7,0
40751,Q2,213,9,2
40751,Q3,181,6,3
41486,Q1,170,5,1
41486,Q2,130,8,1
41486,Q3,204,12,0
42819,Q1,62,2,0
42819,Q2,247,9,5
42819,Q3,174,7,1
37171,Q1,135,7,0
37171,Q2,125,6,0
37171,Q3,181,7,2
45429,Q1,230,14,3
45429,Q2,192,8,2
45429,Q3,207,12,2
75904,Q1,56,3,0
75904,Q2,133,8,1
75904,Q3,130,5,2
60297,Q1,222,14,3
60297,Q2,57,1,1
60297,Q3,219,8,1
18832,Q1,168,8,1
18832,Q2,232,9,3
18832,Q3,81,2,0
55233,Q1,69,3,0
55233,Q2,81,5,1
55233,Q3,152,6,2
51802,Q1,135,6,0
51802,Q2,102,5,1
51802,Q3,89,3,0
75278,Q1,232,12,1
75278,Q2,98,3,1
75278,Q3,143,8,1
39049,Q1,123,7,5
39049,Q2,131,7,2
39049,Q3,216,8,2
23254,Q1,168,7,0
23254,Q2,153,9,2
23254,Q3,176,6,3
31981,Q1,51,2,1
31981,Q2,124,8,0
31981,Q3,164,6,2
93866,Q1,96,3,0
93866,Q2,61,2,1
93866,Q3,80,3,0
18126,Q1,102,4,2
18126,Q2,186,6,1
18126,Q3,249,11,2
21589,Q1,74,3,0
21589,Q2,101,5,0
21589,Q3,226,8,2
33551,Q1,213,10,3
33551,Q2,159,6,1
33551,Q3,141,5,2
96411,Q1,128,5,1
96411,Q2,121,6,1
96411,Q3,81,3,0
27714,Q1,241,10,2
27714,Q2,171,9,3
27714,Q3,153,6,1
14072,Q1,193,8,3
14072,Q2,243,14,1
14072,Q3,89,3,0
97611,Q1,128,4,1
97611,Q2,63,3,0
97611,Q3,61,2,0
66190,Q1,235,11,5
66190,Q2,182,8,0
66190,Q3,238,11,2
88968,Q1,243,14,0
88968,Q2,83,3,1
88968,Q3,66,2,0
36577,Q1,193,8,3
36577,Q2,230,8,1
36577,Q3,133,8,0
55668,Q1,184,6,0
55668,Q2,67,2,1
55668,Q3,225,12,4
34378,Q1,181,12,0
34378,Q2,182,9,1
34378,Q3,144,8,0
94403,Q1,52,1,0
94403,Q2,113,4,3
94403,Q3,94,3,0
99906,Q1,164,6,1
99906,Q2,208,7,2
99906,Q3,176,9,1
48962,Q1,156,6,2
48962,Q2,60,3,4
48962,Q3,185,6,1
95286,Q1,188,9,2
95286,Q2,138,5,2
95286,Q3,215,9,1
98820,Q1,54,2,1
98820,Q2,197,11,1
98820,Q3,116,5,1
94247,Q1,123,4,2
94247,Q2,66,3,0
94247,Q3,217,9,3
55985,Q1,112,5,1
55985,Q2,87,3,0
55985,Q3,100,6,1
60284,Q1,135,5,4
60284,Q2,58,3,2
60284,Q3,64,4,0
28621,Q1,149,5,0
28621,Q2,161,7,0
28621,Q3,213,10,3
26703,Q1,183,9,2
26703,Q2,66,2,0
26703,Q3,72,3,0
12854,Q1,54,2,2
12854,Q2,80,4,0
12854,Q3,145,9,0
91002,Q1,101,5,4
91002,Q2,144,5,5
91002,Q3,193,11,2
78121,Q1,101,3,2
78121,Q2,131,7,2
78121,Q3,200,11,1
86244,Q1,51,3,0
86244,Q2,238,11,1
86244,Q3,231,10,4
39271,Q1,102,6,4
39271,Q2,178,7,0
39271,Q3,111,6,1
25576,Q1,113,5,1
25576,Q2,115,5,1
25576,Q3,64,3,1
91757,Q1,87,5,0
91757,Q2,212,7,3
91757,Q3,69,4,0
31766,Q1,136,5,0
31766,Q2,222,7,4
31766,Q3,222,12,1
82426,Q1,72,3,1
82426,Q2,143,8,1
82426,Q3,240,12,3
13313,Q1,224,10,0
13313,Q2,82,3,1
13313,Q3,163,8,3
47186,Q1,96,3,1
47186,Q2,82,3,2
47186,Q3,133,5,1
29925,Q1,162,7,0
29925,Q2,147,5,0
29925,Q3,194,8,6
80353,Q1,183,7,2
80353,Q2,181,8,2
80353,Q3,136,5,2
95633,Q1,131,8,0
95633,Q2,188,6,0
95633,Q3,176,9,2
44099,Q1,99,3,0
44099,Q2,212,11,2
44099,Q3,174,6,2
70251,Q1,185,7,0
70251,Q2,78,3,1
70251,Q3,75,2,2
79378,Q1,240,8,6
79378,Q2,174,9,0
79378,Q3,151,5,1
45616,Q1,179,10,0
45616,Q2,213,13,2
45616,Q3,208,9,2
33590,Q1,180,7,3
33590,Q2,140,7,2
33590,Q3,175,11,1
97825,Q1,85,3,2
97825,Q2,192,7,2
97825,Q3,71,2,0
11747,Q1,109,6,1
11747,Q2,147,9,4
11747,Q3,136,5,2
92995,Q1,71,2,0
92995,Q2,148,7,0
92995,Q3,127,7,4
92301,Q1,55,3,0
92301,Q2,189,12,2
92301,Q3,99,3,1
92193,Q1,205,8,2
92193,Q2,90,4,1
92193,Q3,153,7,2
12372,Q1,114,4,1
12372,Q2,90,4,2
12372,Q3,157,7,1
79489,Q1,63,3,0
79489,Q2,238,14,0
79489,Q3,108,4,1
33046,Q1,75,3,2
33046,Q2,153,6,0
33046,Q3,219,13,3
65716,Q1,209,13,2
65716,Q2,55,2,0
65716,Q3,96,5,1
73013,Q1,154,5,3
73013,Q2,153,6,0
73013,Q3,57,2,1
37593,Q1,64,3,2
37593,Q2,157,6,2
37593,Q3,240,8,2
41299,Q1,92,5,1
41299,Q2,69,3,0
41299,Q3,159,6,2
53941,Q1,186,8,1
53941,Q2,193,7,1
53941,Q3,240,14,1
43153,Q1,102,5,0
43153,Q2,143,6,2
43153,Q3,93,3,1
70079,Q1,54,1,0
70079,Q2,236,8,3
70079,Q3,68,2,0
22295,Q1,222,13,3
22295,Q2,135,8,1
22295,Q3,205,12,4
90796,Q1,175,8,1
90796,Q2,207,7,2
90796,Q3,189,7,1
93245,Q1,108,6,1
93245,Q2,73,2,2
93245,Q3,61,3,0
11248,Q1,166,6,4
11248,Q2,245,11,6
11248,Q3,79,2,0
36526,Q1,70,3,1
36526,Q2,207,12,1
36526,Q3,209,8,1
89144,Q1,70,2,1
89144,Q2,166,9,3
89144,Q3,72,2,1
66351,Q1,78,3,1
66351,Q2,152,6,1
66351,Q3,109,3,2
16316,Q1,87,5,0
16316,Q2,119,6,1
16316,Q3,146,5,0
61088,Q1,243,13,3
61088,Q2,153,8,2
61088,Q3,55,2,1
29545,Q1,53,1,1
29545,Q2,52,1,2
29545,Q3,214,13,2
78366,Q1,172,9,3
78366,Q2,184,6,5
78366,Q3,145,8,1
29469,Q1,167,5,4
29469,Q2,101,3,2
29469,Q3,82,4,0
80596,Q1,248,16,1
80596,Q2,227,8,5
80596,Q3,159,5,0
23249,Q1,235,10,5
23249,Q2,62,2,1
23249,Q3,170,8,2
94914,Q1,230,7,3
94914,Q2,82,4,0
94914,Q3,234,15,3
56684,Q1,181,9,5
56684,Q2,144,5,2
56684,Q3,189,6,2
76315,Q1,183,7,2
76315,Q2,201,9,1
76315,Q3,213,11,3
16382,Q1,207,11,4
16382,Q2,181,6,1
16382,Q3,156,7,1
63568,Q1,116,5,1
63568,Q2,162,9,1
63568,Q3,154,8,2
63078,Q1,80,3,0
63078,Q2,162,10,1
63078,Q3,164,7,2
87248,Q1,176,11,3
87248,Q2,227,7,2
87248,Q3,244,11,0
92645,Q1,193,8,4
92645,Q2,182,10,3
92645,Q3,241,13,1
26370,Q1,225,15,3
26370,Q2,247,10,3
26370,Q3,102,4,0
27584,Q1,53,2,0
27584,Q2,217,10,1
27584,Q3,60,2,0
77181,Q1,145,8,0
77181,Q2,102,3,1
77181,Q3,95,3,1
46198,Q1,92,5,0
46198,Q2,200,10,4
46198,Q3,171,10,2
58870,Q1,171,6,3
58870,Q2,204,9,3
58870,Q3,64,2,0
95418,Q1,199,13,0
95418,Q2,243,11,3
95418,Q3,233,8,4
50336,Q1,184,7,1
50336,Q2,193,9,5
50336,Q3,52,1,1
61640,Q1,229,12,2
61640,Q2,67,4,2
61640,Q3,100,5,0
56279,Q1,175,7,2
56279,Q2,171,9,3
56279,Q3,50,2,0
19870,Q1,123,5,0
19870,Q2,100,4,1
19870,Q3,91,5,2
53343,Q1,116,5,1
53343,Q2,246,16,3
53343,Q3,135,7,0
13304,Q1,237,14,3
13304,Q2,124,5,1
13304,Q3,175,7,1
12226,Q1,173,6,1
12226,Q2,93,5,2
12226,Q3,243,8,2
63770,Q1,150,10,1
63770,Q2,243,15,5
63770,Q3,196,8,1
43086,Q1,216,9,3
43086,Q2,200,10,1
43086,Q3,181,11,1
24510,Q1,122,8,0
24510,Q2,96,4,1
24510,Q3,91,3,1
17319,Q1,127,5,1
17319,Q2,160,7,1
17319,Q3,176,11,1
64824,Q1,145,9,0
64824,Q2,119,7,2
64824,Q3,160,7,1
86750,Q1,138,6,1
86750,Q2,224,9,3
86750,Q3,67,2,0
32509,Q1,149,5,1
32509,Q2,220,7,2
32509,Q3,116,5,1
89926,Q1,70,2,0
89926,Q2,187,7,1
89926,Q3,69,2,0
89876,Q1,206,7,0
89876,Q2,113,6,1
89876,Q3,143,5,4
22382,Q1,155,5,3
22382,Q2,158,9,0
22382,Q3,97,5,0
21098,Q1,209,8,2
21098,Q2,152,5,2
21098,Q3,60,2,3
22728,Q1,61,2,0
22728,Q2,220,7,6
22728,Q3,114,6,0
92228,Q1,110,5,0
92228,Q2,220,13,6
92228,Q3,212,10,1
77049,Q1,141,9,2
77049,Q2,143,5,1
77049,Q3,221,8,1
93346,Q1,137,5,1
93346,Q2,145,5,1
93346,Q3,144,5,4
78214,Q1,114,4,2
78214,Q2,120,8,1
78214,Q3,167,7,1
68403,Q1,150,7,1
68403,Q2,109,5,2
68403,Q3,199,7,2
18339,Q1,198,9,4
18339,Q2,110,6,1
18339,Q3,155,6,0
10342,Q1,86,4,1
10342,Q2,127,5,1
10342,Q3,136,8,3
92311,Q1,76,5,0
92311,Q2,246,8,3
92311,Q3,87,3,0
20405,Q1,182,9,2
20405,Q2,130,5,1
20405,Q3,248,10,4
94150,Q1,175,10,0
94150,Q2,204,12,2
94150,Q3,119,6,1
69000,Q1,198,11,1
69000,Q2,111,6,2
69000,Q3,225,10,3
81493,Q1,82,5,1
81493,Q2,242,8,1
81493,Q3,135,5,2
62885,Q1,71,2,1
62885,Q2,106,5,2
62885,Q3,63,3,0
63429,Q1,115,7,1
63429,Q2,141,4,2
63429,Q3,126,7,1
45279,Q1,114,4,1
45279,Q2,103,5,1
45279,Q3,170,6,2
97342,Q1,114,6,2
97342,Q2,86,4,0
97342,Q3,247,10,0
41965,Q1,131,6,2
41965,Q2,142,5,1
41965,Q3,159,8,3
91991,Q1,232,12,5
91991,Q2,97,5,0
91991,Q3,148,5,3
13001,Q1,91,5,1
13001,Q2,194,6,0
13001,Q3,228,7,1
61983,Q1,204,10,3
61983,Q2,120,4,0
61983,Q3,220,7,3
11458,Q1,76,2,3
11458,Q2,177,9,2
11458,Q3,161,5,3
95722,Q1,166,9,0
95722,Q2,71,2,0
95722,Q3,134,5,2
82429,Q1,86,5,1
82429,Q2,181,9,1
82429,Q3,146,6,0
33791,Q1,176,6,2
33791,Q2,149,6,0
33791,Q3,131,4,1
33850,Q1,178,8,2
33850,Q2,146,8,6
33850,Q3,223,11,1
24778,Q1,68,2,0
24778,Q2,235,9,2
24778,Q3,92,3,1
39567,Q1,225,14,4
39567,Q2,127,4,2
39567,Q3,131,5,0
33743,Q1,238,15,2
33743,Q2,89,3,0
33743,Q3,128,8,1
13951,Q1,115,4,0
